         2717892 function calls (2667351 primitive calls) in 12.839 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/datasets/california_housing.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/ragged_math_ops.py:762(_set_ragged_reduce_docstring)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/spss.py:1(<module>)
      159    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/utils/conv_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/trace_type/trace_type_builder.py:58(InternalPlaceholderContext)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/logger.py:177(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tblib/pickling_support.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/optimizer_v2/gradient_descent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/flags.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen site>:346(getsitepackages)
       62    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      179    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/linalg/_solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/pyext/cpp_message.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_config/config.py:881(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/logging/__init__.py:1467(debug)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/window/online.py:1(<module>)
       70    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2897(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/__init__.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/testing/absltest.py:368(_TempFile)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/values.py:506(DistributedVariable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/lib/profiling.py:1(<module>)
       38    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/multiprocessing/__init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_decorator_export.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/saved_model/revived_types.py:109(register_revived_type)
       15    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1659(_delegate_method)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/utils/tensor_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/util/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/datasets/imdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/reshape/encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/tensorflow/random.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/saving/trace_saveable_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/coordinator/cluster_coordinator.py:580(CoordinationServicePreemptionHandler)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_testing/__init__.py:240(<listcomp>)
       28    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/utils/tf_utils.py:254(shape_type_conversion)
       38    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/tools/docs/doc_controls.py:134(do_not_doc_inheritable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/optimizer_v2/ftrl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/linalg/_decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/multi_process_runner.py:758(_ProcFunc)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/distribute/distributed_file_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/astunparse/printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/tf_utils.py:1(<module>)
      208    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/inspect.py:589(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/dlpack/dlpack.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:6744(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_name_util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/wrapt/decorators.py:130(__init__)
      139    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/_dill.py:582(<genexpr>)
       58    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/inspect.py:1181(tokeneater)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/locale.py:594(getlocale)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_config/localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/experimental/ops/pad_to_cardinality.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/weakref.py:289(update)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/saved_model/registration/registration.py:62(register)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/loss_scale_optimizer.py:10(LossScaleOptimizer)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/script_ops.py:182(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/saved_model_exported_concrete.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/platform.py:919(system)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/schema_py_generated.py:8077(UnidirectionalSequenceLSTMOptions)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/config/experimental/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/config/experimental/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/naming.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/models/functional.py:26(Functional)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/_compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/_iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/saving/keras_saveable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/__init__.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/checkpoint/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/internals/base.py:52(DataManager)
       57    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:66(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/experimental/mixed_precision_global_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1018(ConcreteFunction)
       18    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/deprecation.py:93(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/bottleneck/slow/nonreduce_axis.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_config/config.py:882(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/_collections.py:204(HTTPHeaderDict)
       24    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_pyio.py:501(_checkClosed)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/user_ops/user_ops.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/enum.py:1355(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v3.py:188(TPUEmbeddingShardedVariable)
       12    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/_collections.py:23(freeze)
        6    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1639(_delegate_property)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/platform/app.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4873(enable_eager_execution)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/op_hint.py:88(OpHint)
        5    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/json/decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/tape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/msvc.py:1114(EnvironmentInfo)
        5    0.000    0.000    0.000    0.000 {built-in method optree._C.register_node}
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
       14    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/opt_einsum/_version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/func_graph.py:133(FuncGraph)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/groupby/ops.py:545(BaseGrouper)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/rnn_cell_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_inspect.py:343(getfile)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_argument_parser.py:158(parse)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/formats/format.py:558(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/msvc.py:585(SystemInfo)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/shape_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v2_utils.py:434(AdagradMomentum)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/__init__.py:88(extend)
       18    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/_data.py:146(_create_method)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_pyio.py:1802(isatty)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/cloudpickle/cloudpickle_fast.py:540(CloudPickler)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/utils/tensors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/tflite_keras_util.py:1(<module>)
