         2717892 function calls (2667351 primitive calls) in 12.839 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/distribute_lib.py:823(InputReplicationMode)
      117    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/extension_type.py:219(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/cancellation.py:1(<module>)
      125    0.000    0.000    0.000    0.000 {method '_fastdict_key_in' of 'fast_module_type.FastModuleType' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/ragged_map_ops.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2360(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/polynomial/polynomial.py:1472(Polynomial)
       11    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_utils.py:462(np_doc_only)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/tpu_replicated_variable.py:43(TPUReplicatedVariable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/mirrored_strategy.py:310(MirroredExtended)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/converters/slices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/checkpoint/saveable_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/util/request.py:39(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/converters/conditional_expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/record.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/utils/metrics_utils.py:236(AUCCurve)
       93    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/_utils/_inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/unconnected_gradients.py:22(UnconnectedGradients)
        7    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/type_spec.py:1039(register_type_spec_from_value_converter)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/__config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/sql.py:1542(SQLDatabase)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/h5py/_hl/filters.py:59(_gen_filter_tuples)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/case.py:344(TestCase)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/api/ops/nn/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/converters/logical_expressions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/enum.py:1560(unique)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/discovery.py:211(FlatLayoutPackageFinder)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/codingstatemachine.py:1(<module>)
      130    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/mbcharsetprober.py:1(<module>)
       86    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/util/version/__init__.py:349(<genexpr>)
       18    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:1017(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/strings/__init__.py:1(<module>)
      207    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_utils.py:239(get_np_doc_form)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/_shims.py:154(register_shim)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/saved_model/function_serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/gb2312prober.py:1(<module>)
       58    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/PIL/Image.py:470(Image)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/logging/__init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/charsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/parameter_server_strategy.py:160(ParameterServerStrategyExtended)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/testing/xml_reporter.py:32(<dictcomp>)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/PIL/ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/models/cloning.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/case.py:387(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/_eigen/_svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/engine/training_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/__config__.py:9(DisplayModes)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v3.py:161(_fielddict)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/saving/saveable_object.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_type_aliases.py:151(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/bottleneck/_pytesttester.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:332(construct_from_string)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_distutils/py39compat.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/check_ops.py:108(_decorator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/checkpoint/sharding/sharding_policies.py:37(ShardByTaskPolicy)
      101    0.000    0.000    0.000    0.000 {method 'set_getattribute_callback' of 'fast_module_type.FastModuleType' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/text_dataset_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/dispatch.py:1023(register_binary_elementwise_assert_api)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/dtensor/python/input_util.py:103(_DTensorIterator)
       52    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:126(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/descriptor_pool.py:118(DescriptorPool)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/jax/version.py:1(<module>)
       79    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/__internal__/tracking/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/contextlib.py:77(__call__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/logger.py:217(trace)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/big5prober.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/monkey.py:25(_get_mro)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/ml_dtypes/_iinfo.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:1043(<listcomp>)
       93    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/symbol_database.py:192(Default)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_pyio.py:1426(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/utils/ag_logging.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/_distutils_hack/__init__.py:125(is_cpython)
       75    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:1172(_determine_whether_to_implement)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/trackable/constants.py:31(SaveType)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/arrays/_mixins.py:71(ravel_compat)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/groupby/ops.py:106(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/errors/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/profiler/profiler_client.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/base.py:481(register)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/repr.py:37(auto)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.platform._pywrap_cpu_feature_guard.InfoAboutUnusedCPUFeatures}
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numexpr/utils.py:167(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/dtype_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/_base.py:62(_spbase)
       16    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/warnings.py:487(__exit__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/auto_control_deps.py:154(ResourceType)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/bottleneck/_version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/backprop_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/sparse/__init__.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/internal/containers.py:468(MessageMap)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/numpy_dataset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/json/_normalize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/symbol_database.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/utils/dataset_creator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/strings/object_array.py:35(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/arrays/numpy_.py:51(NumpyExtensionArray)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/missing.py:889(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/callbacks.py:591(Callback)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/common/name_scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/__internal__/distribute/multi_process_runner/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/ops/debug_mode.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/ragged_math_ops.py:364(_set_ragged_segment_docstring)
       50    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/typing_extensions.py:631(__hash__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_testing/_warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringNewBoolGauge1}
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v2_utils.py:581(FTRL)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/tpu/experimental/embedding/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:910(_search_paths)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/_index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/cross_device_ops.py:251(CrossDeviceOps)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/text_format.py:1507(ConsumeEnum)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/ops/options.py:523(Options)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/one_device_strategy.py:254(OneDeviceExtended)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/validators.py:381(_DeepIterable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/symbolic_arguments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/tensorflow/linalg.py:1(<module>)
       84    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pytz/lazy.py:149(lazy)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
      139    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/mock.py:1994(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/compat/_constants.py:1(<module>)
      205    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_utils.py:310(is_check_link)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/optree/typing.py:143(PyTree)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/object_identity.py:182(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/json_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_strptime.py:26(_getlang)
       19    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2242(runtime_checkable)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/six.py:96(__get__)
       98    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/descriptor_pool.py:1294(Default)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/config/setupcfg.py:230(ConfigHandler)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/sql.py:2230(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/errors/__init__.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/logging/__init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/_pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/op_selector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/engine/training_eager_v1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:83(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/polynomial/chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/styled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/mock.py:409(NonCallableMock)
        7    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/logging/__init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/tensorflow/sparse.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:123(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/function.py:1(<module>)
       29    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/logging/__init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/trainers/data_adapters/data_adapter.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_export.py:141(get_canonical_name)
       35    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2955(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/datasets/cifar100.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/opt_einsum/sharing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/PIL/Image.py:185(Palette)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/logging/converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/multi.py:206(names_compat)
        3    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
       21    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/operation_utils.py:1(<module>)
       54    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:1632(<genexpr>)
       19    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        8    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/_construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/trainers/epoch_iterator.py:1(<module>)
      130    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:1106(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/bottleneck/benchmark/bench_detailed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/variable_scope.py:1058(VariableScope)
       78    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/checkpoint/restore.py:41(CheckpointPosition)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/optree/integration/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringNewStringGauge1}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pytz/tzfile.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/strict_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_dtype.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/tensorflow/sparse.py:428(wrap_elementwise_binary_union)
       13    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_argument_parser.py:294(parse)
      184    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2268(cast)
        9    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:1015(addgroup)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/opt_einsum/backends/torch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/__internal__/distribute/combinations/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/bottleneck/slow/reduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/_eigen/lobpcg/lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/source.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/typing_extensions.py:1773(_SpecialForm)
       25    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/tools/docs/doc_controls.py:197(for_subclass_implementers)
       15    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:324(set)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/trackable/data_structures.py:450(ListWrapper)
